Bus_ID,Bus_Name,Bus_Number_Plate,Bus_Color,Bus_Brand,Class,Departure_Time,Arrival_Time,Duration,Price,Origin_ID,Destination_ID,Capacity
6192,Chittorgarh Stand - Kaithal Bus Stop,BH 6342 AN,Yellow,ASHOK LEYLAND,Non AC Executive,2023-10-16 07:58:45,2023-10-16 16:19:45,501,974,51,30,41
6193,Gulbarga Bus Stand - Ratlam Bus Terminal,BH 0622 SF,Pink,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-13 14:47:25,2023-09-14 02:19:25,692,386,232,95,46
6194,Medak Bus Terminal - Jammu Bus Stand,BH 8374 AG,Grey,FORCE MOTORS,AC Sleeper,2023-09-22 18:51:43,2023-09-23 05:50:43,659,700,332,141,33
6195,Aalo Bus Stand - Madurai Mattuthavani,BH 1421 HG,White,SOLARIS,AC Executive,2023-09-30 15:46:48,2023-10-01 00:00:48,494,1096,413,124,31
6196,Jalpaiguri Bus Depot - Porbandar Bus Stand,BH 3008 AH,Grey,MERCEDES BENZ,AC Executive,2023-10-07 06:46:24,2023-10-07 16:17:24,571,1017,386,291,40
6197,Muzaffarpur Bus Terminal - Davangere Bus Terminus,BH 0326 UR,Grey,SOLARIS,Non AC Sleeper,2023-10-28 11:48:14,2023-10-28 22:14:14,626,413,203,228,45
6198,Janjgir Bus Terminal - Nanded Bus Stand,BH 9646 WZ,Red,BYD COMPANY LTD,Non AC Executive,2023-10-26 07:13:43,2023-10-26 18:08:43,655,991,449,194,41
6199,Nabha Bus Stand - Palanpur Bus Station,BH 2640 BX,Grey,MERCEDES BENZ,Non AC Sleeper,2023-09-21 11:43:28,2023-09-21 21:43:28,600,436,319,297,46
6200,Tawang Bus Stand - Nayagarh Bus Stand,BH 2190 MN,Blue,EICHER MOTORS,Non AC Executive,2023-09-16 15:11:20,2023-09-17 01:53:20,642,860,411,468,41
6201,Rohini - Thane Bus Terminal,BH 0573 DB,Black,TATA MOTORS,AC Executive,2023-10-23 22:09:57,2023-10-24 06:33:57,504,1253,12,186,38
6202,Samba Bus Stop - Mathura Bus Terminal,BH 3005 MU,Yellow,FORCE MOTORS,Non AC Sleeper,2023-10-08 10:52:56,2023-10-08 21:06:56,614,365,158,113,31
6203,Vidisha Bus Stand - Kangra Bus Stand,BH 3461 IL,Purple,SOLARIS,AC Sleeper,2023-10-08 22:20:43,2023-10-09 08:57:43,637,639,94,175,45
6204,Port Blair Bus Terminus - Adoor Bus Stop,BH 6659 DE,White,VOLVO BUSES,Non AC Sleeper,2023-10-01 02:53:56,2023-10-01 12:47:56,594,282,427,278,36
6205,Secunderabad Bus Station - Kohima Bus Stand,BH 0176 XV,Brown,BYD COMPANY LTD,AC Sleeper,2023-10-06 11:09:06,2023-10-06 20:44:06,575,691,322,403,43
6206,Alappuzha Bus Stand - Chhindwara Bus Terminal,BH 9886 UY,White,VOLVO BUSES,AC Executive,2023-09-28 13:21:11,2023-09-29 00:16:11,655,1058,266,90,51
6207,Korba Bus Station - Bhadrachalam Bus Depot,BH 3290 KE,Red,VOLVO BUSES,Non AC Sleeper,2023-10-24 02:34:40,2023-10-24 13:49:40,675,305,443,335,48
6208,Tonk Bus Stop - Kurnool Bus Station,BH 5719 YO,Pink,EICHER MOTORS,Non AC Executive,2023-10-22 06:01:03,2023-10-22 16:44:03,643,996,79,346,31
6209,Srikakulam Bus Depot - Bhilwara Bus Depot,BH 1608 UT,Brown,FORCE MOTORS,AC Executive,2023-09-28 12:00:21,2023-09-28 20:30:21,510,1068,358,72,34
6210,Idukki Bus Terminal - Hisar Bus Depot,BH 1237 VL,Pink,TATA MOTORS,AC Sleeper,2023-10-18 19:25:30,2023-10-19 05:06:30,581,531,272,24,55
6211,Asansol Bus Depot - Tumakuru Bus Stand,BH 5838 WM,Green,BLUE BIRD CORPORATION,AC Executive,2023-10-23 06:49:17,2023-10-23 17:33:17,644,1045,377,229,49
6212,Surendranagar Bus Depot - Bikaner Bus Station,BH 5665 BB,Pink,BYD COMPANY LTD,Non AC Sleeper,2023-10-27 11:07:34,2023-10-27 21:30:34,623,476,294,46,33
6213,Jagatsinghpur Bus Stand - Salem New Bus Stand,BH 0051 RM,Purple,BYD COMPANY LTD,AC Sleeper,2023-10-20 07:13:53,2023-10-20 15:30:53,497,732,474,126,39
6214,Jaisalmer Bus Terminal - Sirsa Bus Terminal,BH 3979 XM,Brown,BLUE BIRD CORPORATION,Non AC Executive,2023-10-27 11:30:32,2023-10-27 20:33:32,543,915,56,31,37
6215,Palakkad KSRTC Bus Stand - Gyalshing Bus Stand,BH 6475 VM,Brown,TATA MOTORS,AC Sleeper,2023-09-23 06:36:06,2023-09-23 18:17:06,701,557,267,364,40
6216,Deoghar Bus Stand - Raigarh Bus Stand,BH 3037 VI,Blue,TATA MOTORS,Non AC Sleeper,2023-10-09 18:49:33,2023-10-10 05:30:33,641,305,246,442,46
6217,Jamtara Bus Station - Tumakuru Bus Stand,BH 4683 UF,Black,SOLARIS,AC Sleeper,2023-10-10 07:11:41,2023-10-10 17:23:41,612,569,251,229,40
6218,Karimnagar Bus Station - India Gate,BH 7704 UP,Pink,TATA MOTORS,AC Sleeper,2023-10-27 23:59:13,2023-10-28 08:44:13,525,554,325,5,43
6219,Jammu Bus Stand - Bijapur Bus Stop,BH 8663 PG,Pink,TATA MOTORS,Non AC Sleeper,2023-09-19 05:37:11,2023-09-19 15:13:11,576,431,141,452,39
6220,Panaji Bus Stand - Aizawl Bus Stand,BH 6862 RR,Yellow,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-05 00:11:24,2023-09-05 12:07:24,716,869,393,367,40
6221,Durg Bus Terminal - Chittoor Bus Station,BH 5556 TD,Black,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-14 06:48:11,2023-09-14 16:54:11,606,606,441,356,51
6222,Valpoi Bus Stand - Haldia Bus Terminal,BH 5806 CB,Red,TATA MOTORS,AC Executive,2023-09-27 00:53:52,2023-09-27 11:41:52,648,1437,402,379,30
6223,Katihar Bus Terminal - Tiruchirappalli Central Bus Stand,BH 5180 RK,Brown,BYD COMPANY LTD,AC Executive,2023-10-02 20:28:09,2023-10-03 06:49:09,621,1216,218,125,41
6224,Bhongir Bus Stop - Gyalshing Bus Stand,BH 8384 IC,Yellow,BLUE BIRD CORPORATION,AC Sleeper,2023-09-11 04:04:38,2023-09-11 14:04:38,600,585,340,364,45
6225,Ratlam Bus Terminal - Salem New Bus Stand,BH 3779 CB,Black,EICHER MOTORS,Non AC Sleeper,2023-09-21 05:37:33,2023-09-21 17:01:33,684,315,95,126,46
6226,Karur Bus Stand - Dungarpur Bus Stop,BH 3528 LQ,White,FORCE MOTORS,Non AC Sleeper,2023-10-16 07:33:25,2023-10-16 15:58:25,505,430,137,49,35
6227,Jamtara Bus Station - Bhadrak Bus Stand,BH 6968 QX,Blue,SOLARIS,AC Sleeper,2023-10-29 12:10:54,2023-10-29 21:43:54,573,685,251,470,42
6228,Churachandpur Bus Station - Jharsuguda Bus Terminal,BH 6299 YQ,Yellow,FORCE MOTORS,AC Executive,2023-10-10 01:07:32,2023-10-10 11:44:32,637,1334,419,464,43
6229,Namakkal Bus Terminus - Kadapa Bus Stand,BH 1045 OV,Grey,BLUE BIRD CORPORATION,AC Executive,2023-09-24 07:43:49,2023-09-24 19:22:49,699,1193,138,349,38
6230,Bharuch Bus Terminal - Singtam Bus Stop,BH 8364 RL,White,MAHINDRA & MAHINDRA,AC Executive,2023-10-22 10:38:33,2023-10-22 21:37:33,659,1173,290,366,38
6231,Tiruppur Bus Terminus - Shahjahanpur Depot,BH 9202 ZC,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-27 22:16:09,2023-10-28 09:22:09,666,501,135,115,37
6232,Nagercoil New Bus Stand - Pali Bus Stand,BH 5215 QZ,Pink,VOLVO BUSES,Non AC Executive,2023-09-26 10:57:41,2023-09-26 19:37:41,520,974,133,54,43
6233,Mahasamund Bus Depot - Janjgir Bus Terminal,BH 3600 RY,White,EICHER MOTORS,AC Sleeper,2023-10-16 05:36:21,2023-10-16 16:00:21,624,684,447,449,30
6234,Haldia Bus Terminal - Mansa Bus Station,BH 1860 EE,White,FORCE MOTORS,AC Executive,2023-09-03 08:11:10,2023-09-03 19:47:10,696,1095,379,315,44
6235,Erode Bus Terminus - Sitamarhi Bus Stop,BH 0975 TZ,Pink,BLUE BIRD CORPORATION,AC Sleeper,2023-09-19 12:46:35,2023-09-19 22:52:35,606,647,129,220,30
6236,Anantapur Bus Station - Kishtwar Bus Terminal,BH 4643 RZ,Pink,MERCEDES BENZ,Non AC Executive,2023-09-14 10:21:56,2023-09-14 20:43:56,622,864,350,153,40
6237,Pathankot Bus Stop - Sikar Road Junction,BH 8129 EV,Green,ASHOK LEYLAND,AC Sleeper,2023-10-09 06:34:18,2023-10-09 17:09:18,635,715,307,48,30
6238,Simdega Bus Terminal - Nizamabad Bus Depot,BH 2809 JW,Pink,MERCEDES BENZ,AC Executive,2023-10-07 12:38:57,2023-10-08 00:29:57,711,1418,254,324,35
6239,Pali Bus Stand - Khunti Bus Stand,BH 9037 EW,Black,ASHOK LEYLAND,Non AC Executive,2023-10-24 05:58:39,2023-10-24 16:50:39,652,989,54,255,45
6240,Visakhapatnam RTC Complex - Sirmaur Bus Stand,BH 8423 KQ,White,FORCE MOTORS,Non AC Executive,2023-09-13 22:07:23,2023-09-14 09:29:23,682,890,341,172,41
6241,Baharampur Bus Stand - Hoshiarpur Bus Station,BH 3602 YC,Green,ASHOK LEYLAND,Non AC Executive,2023-09-08 14:17:34,2023-09-08 22:29:34,492,877,385,306,37
6242,Chapra Bus Terminal - Raebareli Bus Stand,BH 0071 DY,Pink,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-04 22:34:19,2023-09-05 07:54:19,560,287,211,117,43
6243,Bengaluru Majestic Bus Station - Adoor Bus Stop,BH 6367 DA,Red,MAHINDRA & MAHINDRA,AC Executive,2023-09-09 13:38:12,2023-09-10 00:11:12,633,1120,221,278,55
6244,Katihar Bus Terminal - Kharagpur Bus Stop,BH 7818 WW,Red,TATA MOTORS,AC Executive,2023-09-05 10:30:37,2023-09-05 21:23:37,653,1030,218,380,48
6245,Meerut Bus Terminal - Khammam Bus Terminal,BH 5986 YL,White,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-26 15:42:29,2023-10-27 00:45:29,543,333,107,326,44
6246,Chittorgarh Stand - Bishnupur Bus Terminal,BH 6965 DP,Pink,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-14 22:04:15,2023-10-15 06:19:15,495,577,51,417,32
6247,Agra ISBT - Burdwan Bus Stand,BH 8626 HD,White,MERCEDES BENZ,AC Executive,2023-09-23 09:58:20,2023-09-23 20:59:20,661,1195,104,378,54
6248,Punalur Bus Stand - Pulwama Bus Terminal,BH 1943 LQ,Grey,BLUE BIRD CORPORATION,Non AC Executive,2023-10-08 19:35:25,2023-10-09 07:21:25,706,998,280,147,35
6249,Bharuch Bus Terminal - Belagavi Central Bus Stand,BH 3839 AB,Brown,MAHINDRA & MAHINDRA,AC Executive,2023-09-27 09:04:13,2023-09-27 20:38:13,694,1052,290,224,40
6250,Khowai Bus Terminal - Hassan Bus Station,BH 3611 NC,Green,ASHOK LEYLAND,Non AC Executive,2023-09-27 00:42:17,2023-09-27 12:37:17,715,830,426,231,39
6251,Patiala Bus Terminal - Purulia Bus Terminal,BH 6438 AY,Red,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-27 05:38:33,2023-09-27 16:36:33,658,267,304,389,51
6252,Dahod Bus Stand - Kadapa Bus Stand,BH 8789 KE,Green,MAHINDRA & MAHINDRA,AC Executive,2023-09-17 23:55:53,2023-09-18 10:33:53,638,1352,299,349,49
6253,Alwar Bus Depot - Faridkot Bus Station,BH 4593 XB,Red,VOLVO BUSES,AC Sleeper,2023-09-01 11:22:45,2023-09-01 19:23:45,481,593,67,310,43
6254,Alwar Bus Depot - Meerut Bus Terminal,BH 5024 LA,Pink,SOLARIS,AC Sleeper,2023-10-29 23:40:31,2023-10-30 10:20:31,640,659,67,107,36
6255,Rajahmundry Bus Complex - Ara Bus Terminus,BH 2884 UU,Black,VOLVO BUSES,Non AC Sleeper,2023-09-28 10:50:42,2023-09-28 20:50:42,600,387,347,207,54
6256,Rajkot Bus Stand - Mandsaur Bus Depot,BH 8573 GA,Brown,BYD COMPANY LTD,Non AC Executive,2023-09-11 06:55:16,2023-09-11 15:49:16,534,815,284,93,30
6257,Warangal Central Bus Stand - Thane Bus Terminal,BH 1269 OT,Blue,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-10 19:19:53,2023-09-11 04:49:53,570,447,323,186,33
6258,Bicholim Bus Stand - Havelock Island Bus Stop,BH 0139 XH,Grey,SOLARIS,Non AC Executive,2023-09-14 06:12:21,2023-09-14 16:07:21,595,807,399,431,37
6259,Rajouri Bus Depot - Sonipat Stand,BH 0268 LU,White,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-13 17:06:16,2023-10-14 04:08:16,662,683,150,28,54
6260,Kanker Bus Stand - Bhilwara Bus Depot,BH 8225 GA,Grey,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-26 08:55:32,2023-09-26 18:35:32,580,636,448,72,35
6261,Hindupur Bus Stop - Pali Bus Stand,BH 3180 HS,Purple,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-12 21:35:19,2023-10-13 07:30:19,595,413,357,54,34
6262,Bargarh Bus Stand - Jaipur Central Bus Station,BH 7883 YL,Grey,BLUE BIRD CORPORATION,AC Sleeper,2023-10-18 16:06:01,2023-10-19 01:48:01,582,525,463,61,51
6263,Thoothukudi New Bus Stand - Kothagudem Bus Station,BH 2132 PO,Brown,SOLARIS,Non AC Sleeper,2023-10-27 14:47:11,2023-10-27 23:18:11,511,459,130,334,36
6264,Dimapur Bus Terminal - Nagercoil New Bus Stand,BH 2554 UE,Red,VOLVO BUSES,AC Executive,2023-10-17 09:37:25,2023-10-17 20:21:25,644,1249,404,133,51
6265,Tirupati Central Bus Stand - Firozpur Bus Stand,BH 3375 KM,Purple,TATA MOTORS,Non AC Executive,2023-10-08 21:10:26,2023-10-09 05:45:26,515,839,343,309,33
6266,Agartala Bus Stand - Buxar Bus Stand,BH 4931 ZE,Grey,VOLVO BUSES,Non AC Executive,2023-09-18 00:26:10,2023-09-18 09:59:10,573,812,421,217,42
6267,Amravati Bus Stand - Akola Bus Depot,BH 9322 ZY,Red,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-26 22:50:16,2023-09-27 08:19:16,569,480,189,190,36
6268,Gangtok Bus Stand - Rajahmundry Bus Complex,BH 8492 LS,Grey,BLUE BIRD CORPORATION,AC Sleeper,2023-09-02 07:46:00,2023-09-02 16:36:00,530,733,361,347,46
6269,Cuddalore Bus Stand - Satna Bus Stop,BH 6898 QA,Green,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-14 19:39:59,2023-09-15 03:42:59,483,425,134,88,37
6270,Shivpuri Bus Station - Satna Bus Stop,BH 5797 UE,White,EICHER MOTORS,AC Executive,2023-09-26 19:17:26,2023-09-27 06:13:26,656,1352,92,88,30
6271,Khargone Bus Stand - Mahasamund Bus Depot,BH 8016 EZ,Brown,ASHOK LEYLAND,Non AC Sleeper,2023-09-10 20:16:38,2023-09-11 06:07:38,591,271,97,447,43
6272,Sangli Bus Stand - Kaithal Bus Stop,BH 4465 YU,Yellow,VOLVO BUSES,AC Executive,2023-10-21 07:05:08,2023-10-21 16:46:08,581,1251,196,30,43
6273,Keonjhar Bus Station - Hindupur Bus Stop,BH 5907 ZS,Blue,BLUE BIRD CORPORATION,AC Executive,2023-09-10 15:50:36,2023-09-11 01:54:36,604,1009,466,357,42
6274,Balod Bus Terminal - Pali Bus Stand,BH 6619 JK,Purple,SOLARIS,Non AC Sleeper,2023-10-19 12:55:51,2023-10-19 23:33:51,638,481,454,74,34
6275,Bargarh Bus Stand - Chandni Chowk,BH 6606 UR,White,BYD COMPANY LTD,AC Executive,2023-09-12 11:43:16,2023-09-12 20:08:16,505,1371,463,18,30
6276,Haveri Bus Stand - Bharatpur Bus Station,BH 0493 MZ,Black,MERCEDES BENZ,AC Sleeper,2023-10-25 01:52:25,2023-10-25 12:00:25,608,548,237,55,31
6277,Khowai Bus Terminal - Amritsar Bus Stand,BH 7432 MQ,Blue,MERCEDES BENZ,Non AC Executive,2023-09-24 01:19:07,2023-09-24 11:06:07,587,804,426,301,31
6278,Varanasi Cantt - Chapra Bus Terminal,BH 9893 UB,Black,ASHOK LEYLAND,Non AC Executive,2023-10-04 13:48:41,2023-10-04 22:01:41,493,848,103,211,54
6279,Raigarh Bus Stand - Muzaffarpur Bus Terminal,BH 1002 EO,Pink,ASHOK LEYLAND,Non AC Sleeper,2023-10-24 04:23:08,2023-10-24 14:10:08,587,317,442,203,53
6280,Solan Bus Terminus - Baharampur Bus Stand,BH 4693 PS,White,BLUE BIRD CORPORATION,AC Sleeper,2023-10-06 02:48:22,2023-10-06 11:15:22,507,535,168,385,41
6281,Idukki Bus Terminal - Coimbatore Gandhipuram,BH 0245 YF,Grey,FORCE MOTORS,AC Sleeper,2023-10-11 16:27:50,2023-10-12 02:08:50,581,547,272,123,31
6282,Udhampur Bus Stand - Port Blair Bus Terminus,BH 0612 UJ,Red,BLUE BIRD CORPORATION,AC Executive,2023-09-27 09:24:34,2023-09-27 18:39:34,555,1223,144,427,46
6283,Alipurduar Bus Stop - Raigarh Bus Stand,BH 2907 EG,Red,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-22 22:14:09,2023-10-23 07:18:09,544,512,388,442,51
6284,Sangli Bus Stand - Mandsaur Bus Depot,BH 8071 GT,White,VOLVO BUSES,AC Executive,2023-09-15 10:08:11,2023-09-15 19:43:11,575,1185,196,93,46
6285,Karnal Bus Stand - Mandsaur Bus Depot,BH 8536 ZX,Black,VOLVO BUSES,AC Executive,2023-10-06 23:57:49,2023-10-07 08:01:49,484,1216,23,93,55
6286,Una Bus Station - Nayagarh Bus Stand,BH 3316 YW,Red,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-23 18:31:47,2023-10-24 04:34:47,603,331,171,468,42
6287,Curchorem Bus Stand - Ramagundam Bus Stand,BH 8461 JG,Blue,TATA MOTORS,Non AC Executive,2023-09-28 02:05:46,2023-09-28 11:50:46,585,992,398,327,43
6288,Salem New Bus Stand - Cuddalore Bus Stand,BH 7792 GU,Blue,TATA MOTORS,Non AC Sleeper,2023-09-29 09:39:43,2023-09-29 18:00:43,501,328,126,134,41
6289,Rourkela Bus Stop - Nizamabad Bus Depot,BH 4953 OL,White,EICHER MOTORS,AC Executive,2023-10-11 22:04:38,2023-10-12 09:08:38,664,1178,461,324,36
6290,Katihar Bus Terminal - Neemuch Bus Station,BH 6722 EH,Pink,TATA MOTORS,AC Executive,2023-10-28 19:33:53,2023-10-29 07:16:53,703,1314,218,98,30
6291,Chapra Bus Terminal - Palakkad KSRTC Bus Stand,BH 5318 NU,Blue,MERCEDES BENZ,AC Sleeper,2023-09-10 01:00:17,2023-09-10 10:51:17,591,712,211,267,42
6292,Deoghar Bus Stand - Mandsaur Bus Depot,BH 0312 UY,Yellow,SOLARIS,AC Sleeper,2023-10-26 00:32:33,2023-10-26 09:56:33,564,529,246,93,43
6293,Bhagalpur Bus Station - Bharuch Bus Terminal,BH 0129 TZ,Red,FORCE MOTORS,AC Executive,2023-09-30 11:42:52,2023-09-30 23:00:52,678,1125,204,290,54
6294,Kullu Bus Depot - Ambikapur Bus Stand,BH 7808 QN,Brown,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-23 14:25:08,2023-09-24 00:31:08,606,909,164,445,47
6295,Hoshiarpur Bus Station - Yamunanagar Terminal,BH 9732 PC,Green,EICHER MOTORS,AC Executive,2023-09-29 21:12:33,2023-09-30 06:47:33,575,1389,306,26,55
6296,Sirmaur Bus Stand - Bijapur Bus Stop,BH 2442 DL,Green,SOLARIS,Non AC Sleeper,2023-10-17 07:02:35,2023-10-17 15:48:35,526,443,172,452,50
6297,ISBT Kashmere Gate - Pali Bus Stand,BH 4408 HY,Black,TATA MOTORS,Non AC Sleeper,2023-10-17 06:30:57,2023-10-17 18:04:57,694,321,6,74,41
6298,Chaibasa Bus Depot - Chamba Bus Stop,BH 1934 KP,Black,SOLARIS,AC Sleeper,2023-10-29 03:27:11,2023-10-29 11:34:11,487,698,250,167,45
6299,Moga Bus Depot - Baramulla Bus Station,BH 4761 RR,White,EICHER MOTORS,Non AC Executive,2023-09-15 11:08:37,2023-09-15 19:28:37,500,857,308,146,51
6300,Rajpura Bus Terminal - Baripada Bus Station,BH 8649 OV,Pink,VOLVO BUSES,AC Sleeper,2023-10-15 16:36:07,2023-10-16 02:41:07,605,608,317,471,36
6301,Nadiad Bus Station - Sawai Madhopur Junction,BH 1878 IB,Red,VOLVO BUSES,AC Executive,2023-10-02 08:15:47,2023-10-02 19:53:47,698,1412,292,73,45
6302,Hassan Bus Station - Kochi Vyttila Mobility Hub,BH 9496 IW,Red,TATA MOTORS,Non AC Executive,2023-09-08 09:44:35,2023-09-08 18:36:35,532,972,231,262,55
6303,Bharuch Bus Terminal - Rohini,BH 8188 OQ,Blue,FORCE MOTORS,Non AC Sleeper,2023-09-23 09:41:58,2023-09-23 17:52:58,491,250,290,12,53
6304,Jalandhar Bus Stand - Sonamarg Bus Terminal,BH 5560 JK,Green,ASHOK LEYLAND,AC Sleeper,2023-09-20 19:57:00,2023-09-21 04:27:00,510,526,303,160,35
6305,Zunheboto Bus Terminal - Giridih Bus Terminal,BH 9154 GR,White,BLUE BIRD CORPORATION,AC Sleeper,2023-09-27 20:07:02,2023-09-28 05:55:02,588,572,408,247,37
6306,Sahebganj Bus Stop - Palampur Bus Stand,BH 0306 QQ,Grey,FORCE MOTORS,AC Executive,2023-09-26 19:23:52,2023-09-27 05:20:52,597,1257,249,169,43
6307,Lajpat Nagar - Lunglei Bus Terminal,BH 7558 AU,Purple,ASHOK LEYLAND,Non AC Sleeper,2023-10-08 00:21:11,2023-10-08 09:36:11,555,271,7,368,33
6308,Darjeeling Bus Stop - Jagdalpur Bus Stand,BH 6248 FG,Blue,EICHER MOTORS,AC Sleeper,2023-09-03 17:58:21,2023-09-04 02:24:21,506,553,391,444,52
6309,Sikar Road Junction - Medak Bus Terminal,BH 4607 OI,Green,SOLARIS,Non AC Executive,2023-09-13 22:29:45,2023-09-14 07:34:45,545,853,68,332,33
6310,Ongole Bus Stand - Gorakhpur Bus Stand,BH 0638 YH,Grey,MAHINDRA & MAHINDRA,AC Executive,2023-09-01 11:43:34,2023-09-01 23:33:34,710,1190,353,106,43
6311,Nagaur Terminal - Solapur Central Bus Station,BH 0167 KT,Yellow,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-22 20:46:25,2023-09-23 04:55:25,489,891,60,188,42
6312,Udaipur Bus Terminal - Ujjain Bus Stand,BH 5870 QC,Purple,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-01 13:12:15,2023-09-01 23:24:15,612,900,422,85,32
6313,Palwal Bus Depot - Meerut Bus Terminal,BH 8948 QE,Black,BLUE BIRD CORPORATION,AC Executive,2023-10-06 07:21:32,2023-10-06 18:31:32,670,1297,36,107,38
6314,Saharanpur Bus Depot - Quepem Bus Stand,BH 0306 GI,Black,EICHER MOTORS,Non AC Sleeper,2023-10-02 06:14:47,2023-10-02 15:02:47,528,392,118,400,40
6315,Bicholim Bus Stand - Miryalaguda Bus Stand,BH 3442 OJ,Purple,TATA MOTORS,AC Executive,2023-10-02 13:49:34,2023-10-03 00:57:34,668,1000,399,333,47
6316,Alappuzha Bus Stand - Chitradurga Bus Stand,BH 4666 EV,Blue,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-27 03:01:23,2023-09-27 11:54:23,533,692,266,239,50
6317,Bhaderwah Bus Stand - Tirupati Central Bus Stand,BH 8344 GS,Brown,FORCE MOTORS,AC Sleeper,2023-10-07 22:39:41,2023-10-08 08:29:41,590,505,156,343,51
6318,Tonk Bus Stop - Vellore New Bus Stand,BH 9357 OY,Purple,SOLARIS,AC Executive,2023-10-20 20:41:04,2023-10-21 08:12:04,691,1028,59,128,55
6319,Yamunanagar Terminal - Lucknow Charbagh,BH 4715 OE,Green,MAHINDRA & MAHINDRA,AC Executive,2023-10-09 22:39:46,2023-10-10 08:34:46,595,1020,26,101,43
6320,Khunti Bus Stand - Gaya Bus Stand,BH 0383 YZ,Grey,BLUE BIRD CORPORATION,Non AC Executive,2023-10-15 23:29:30,2023-10-16 07:58:30,509,898,255,202,31
6321,Hazrat Nizamuddin Depot - Agra ISBT,BH 8794 OC,Brown,BYD COMPANY LTD,AC Sleeper,2023-10-03 13:04:22,2023-10-03 23:06:22,602,661,3,104,42
6322,Kishangarh Stand - Pali Bus Stand,BH 2265 AB,Black,MAHINDRA & MAHINDRA,AC Executive,2023-10-24 01:07:38,2023-10-24 09:45:38,518,1389,58,54,45
6323,Saharsa Bus Stop - Punalur Bus Stand,BH 4389 AS,Yellow,TATA MOTORS,AC Sleeper,2023-09-02 18:13:32,2023-09-03 03:12:32,539,624,208,280,39
6324,Ponda Bus Stand - Motihari Bus Stand,BH 5788 CG,Black,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-29 23:39:23,2023-09-30 09:38:23,599,619,397,210,36
6325,India Gate - Sambalpur Bus Station,BH 5992 UK,Green,TATA MOTORS,AC Executive,2023-10-07 14:47:38,2023-10-08 01:32:38,645,1269,5,460,48
6326,Sultanpur Bus Terminal - Bemetara Bus Stand,BH 3098 PK,Red,BLUE BIRD CORPORATION,AC Executive,2023-09-30 09:15:58,2023-09-30 21:06:58,711,1086,120,453,51
6327,Pathankot Bus Stop - Chikkamagaluru Bus Terminal,BH 3090 LB,Red,EICHER MOTORS,AC Sleeper,2023-09-28 08:19:35,2023-09-28 16:32:35,493,513,307,240,35
6328,Saharsa Bus Stop - Khargone Bus Stand,BH 9557 OL,White,TATA MOTORS,Non AC Sleeper,2023-10-24 21:17:23,2023-10-25 08:04:23,647,396,208,97,55
6329,Firozpur Bus Stand - Samba Bus Stop,BH 7135 UR,Grey,ASHOK LEYLAND,AC Executive,2023-09-28 23:08:14,2023-09-29 10:43:14,695,1343,309,158,47
6330,Purulia Bus Terminal - Tiruppur Bus Terminus,BH 8917 UI,Yellow,BLUE BIRD CORPORATION,Non AC Executive,2023-09-17 14:26:24,2023-09-18 01:27:24,661,826,389,135,47
6331,Kannur Central Bus Terminal - Nizamabad Bus Depot,BH 1396 UO,White,ASHOK LEYLAND,AC Executive,2023-10-15 00:53:36,2023-10-15 11:33:36,640,1470,269,324,43
6332,Mangan Bus Station - Khunti Bus Stand,BH 3867 AC,Black,EICHER MOTORS,AC Sleeper,2023-09-04 21:21:57,2023-09-05 06:47:57,566,504,363,255,43
6333,Dungarpur Bus Stop - Tonk Bus Stop,BH 4725 NS,Brown,BYD COMPANY LTD,Non AC Executive,2023-09-26 07:01:12,2023-09-26 15:33:12,512,983,69,59,55
6334,Shadipur - Machilipatnam Bus Stand,BH 2315 QS,Brown,TATA MOTORS,AC Sleeper,2023-09-14 07:51:32,2023-09-14 15:53:32,482,689,13,355,37
6335,Panchkula Junction - Jind Bus Depot,BH 0676 NF,Blue,VOLVO BUSES,AC Executive,2023-09-25 01:13:00,2023-09-25 10:28:00,555,1228,35,29,30
6336,Coimbatore Gandhipuram - Shahjahanpur Depot,BH 0440 UZ,Yellow,ASHOK LEYLAND,Non AC Sleeper,2023-09-03 03:02:46,2023-09-03 14:20:46,678,292,123,115,30
